1. YEAR,2. TRIFD,3. FRS ID,FACILITY_NAME,5. STREET ADDRESS,6. CITY,COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,LATITUDE,LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,90749RCPRD1801E,110017428988,TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,24696 S WILMINGTON AVE,CARSON,LOS ANGELES,CA,90745,,,33.815889,-118.243953,,TESORO CORP,008133480,MARATHON PETROLEUM CORP,,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1324222766875,"1,3-Butadiene",NO,0000106990,106-99-0,24042,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,250.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,253.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,253.000,0.000,0.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,330.000,0.000,580.000,,PRODUCTION,1.130
2024,93308TXCRF6451R,110017887330,BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,6451 ROSEDALE HWY,BAKERSFIELD,KERN,CA,93308,,,35.382500,-119.070556,,GLOBAL CLEAN ENERGY HOLDINGS INC,962489824,GLOBAL CLEAN ENERGY HOLDINGS INC,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1324223196953,Acetaldehyde,NO,0000075070,75-07-0,5280,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,19.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.800,0.000,0.000,19.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.800,,ACTIVITY,3.500
2024,9600WCPTVR6856L,110071284167,CAPTIVEAIRE SYSTEMS INC,6856 LOCKHEED DR,REDDING,SHASTA,CA,96002,,,40.503373,-122.303512,,CAPTIVEAIRE SYSTEMS INC,095114997,CAPTIVEAIRE SYSTEMS INC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332322,,,,,,1324223060258,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93465.000,93465.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93465.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93465.000,0.000,0.000,93465.000,,PRODUCTION,1.040
2024,93063MGGTS1915V,110025333486,MEGGITT SAFETY SYSTEMS INC,1915 VOYAGER AVE,SIMI VALLEY,VENTURA,CA,93063,,,34.270510,-118.720820,,PARKER-HANNIFIN CORP,004175550,,NA,,NA,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1324222496426,Bromotrifluoromethane (Halon 1301),NO,0000075638,75-63-8,5736,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.000,0.000,0.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.000,,PRODUCTION,1.700
2024,93543HLLDY7747E,110020516967,HOLLIDAY ROCK-PALMDALE,7749 E AVENUE T,LITTLEROCK,LOS ANGELES,CA,93543,,,34.516820,-117.955680,,HOLLIDAY ROCK CO INC,NA,HOLLIDAY ROCK CO INC,NA,,NA,NO,324,Petroleum,,,,,,,324121,327320,212321,,,,1324223097130,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.360,1.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.650,0.000,0.000,1.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.650,,PRODUCTION,1.090
2024,90670PGPND13429,110002421264,HERAEUS PRECIOUS METALS NA LLC,13429 ALONDRA BLVD,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,33.887940,-118.045590,,HERAEUS INC,001264563,HERAEUS INC,NA,,,NO,331,Primary Metals,,,,,,,331492,,,,,,1324222547426,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,169.000,83.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,252.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,252.700,0.000,0.000,252.700,0.000,0.000,0.000,0.000,0.000,0.000,16648.000,0.000,16900.700,,ACTIVITY,1.240
2024,90749RCPRD1801E,110017428988,TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,24696 S WILMINGTON AVE,CARSON,LOS ANGELES,CA,90745,,,33.815889,-118.243953,,TESORO CORP,008133480,MARATHON PETROLEUM CORP,,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1324222766331,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,180.000,35000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35180.000,2720.000,31280.000,34000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,610.000,0.000,0.000,0.000,0.000,0.000,3330.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,600.000,0.000,0.000,0.000,0.000,0.000,0.000,31280.000,0.000,35210.000,38510.000,0.000,0.000,35000.000,610.000,2700.000,0.000,600.000,0.000,0.000,0.000,31000.000,69910.000,,PRODUCTION,0.930
2024,90670MRCNP14722,110000475655,AMERICAN POLYMERS CORP DBA POLYCOAT PRODUCTS,14722 SPRING AVE,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,33.897328,-118.039862,,AMERICAN POLYMERS CORP,091427336,AMERICAN POLYMERS CORP,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1324223077569,Dibutyl phthalate,NO,0000084742,84-74-2,10025,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,9074WCLNHR1737E,,CLEAN HARBORS WILMINGTON LLC,1737 E DENNI ST,WILMINGTON,LOS ANGELES,CA,90744,,,33.786133,-118.239923,,CLEAN HARBORS INC,157793639,,NA,,,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1324223228521,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.960,0.000,0.000,1.060,0.000,0.000,46.810,0.000,0.000,17.113,0.000,0.000,17.113,1.511,0.000,1.511,0.000,35.670,0.000,0.000,0.000,0.000,35.670,0.000,101.104,46.810,0.000,0.000,0.000,15.960,30.850,0.000,1.511,0.000,17.113,0.000,35.670,101.104,,PRODUCTION,1.370
2024,90011CLFRN366E5,110000861309,CMX METALS,366 E 58TH ST  ATTN PARCEL 5100-007-003,LOS ANGELES,LOS ANGELES,CA,90011,,,33.989800,-118.268980,,NA,,NA,NA,,NA,NO,331,Primary Metals,,,,,,,331410,,,,,,1324222867590,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,1.623,3.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.708,0.000,0.000,4.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.708,,ACTIVITY,1.220
2024,95401CNNNT5TESC,110002722028,ITT CANNON LLC DBA BIW CONNECTOR SYSTEMS,500 TESCONI CIRCLE,SANTA ROSA,SONOMA,CA,95401,,,38.449990,-122.734850,,ITT CORP,001216845,ITT CORP,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334417,,,,,,1324222491728,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.000,0.000,1158.000,0.000,0.000,0.000,1158.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1241.000,83.000,0.000,0.000,0.000,0.000,83.000,0.000,0.000,0.000,1158.000,0.000,0.000,1241.000,,PRODUCTION,0.840
2024,91706NTNLR262BU,110020517047,NATIONAL READY MIX CONCRETE CO .,2620 BUENA VISTA ST,IRWINDALE,LOS ANGELES,CA,91706,,,34.118747,-117.983375,,NATIONAL CEMENT,055746762,NATIONAL CEMENT,VICAT,NA,VICAT,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324223013095,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.200,0.000,0.000,0.000,0.000,0.000,0.000,22.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.200,22.200,0.000,0.000,0.000,22.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.200,,PRODUCTION,0.840
2024,95131QLNSN2165O,110009527798,EQUILON SAN JOSE TERMINAL,2165 O'TOOLE AVE,SAN JOSE,SANTA CLARA,CA,95131,,,37.395171,-121.909701,,SHELL PETROLEUM INC,004294737,SHELL PETROLEUM INC,SHELL PLC,423792808,SHELL PLC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222702971,Cyclohexane,NO,0000110827,110-82-7,27003,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,15.000,0.000,0.000,11.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,,PRODUCTION,0.940
2024,93308SNJQN3542S,110000481684,SAN JOAQUIN REFINING CO INC,3500 SHELL ST,BAKERSFIELD,KERN,CA,93308,,,35.395110,-119.046520,,NA,,NA,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1324222760997,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.489,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.000,0.000,0.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,,PRODUCTION,1.070
2024,93308BKRPT5135B,110000481620,BAKER PETROLITE,5135 BOYLAN ST,BAKERSFIELD,KERN,CA,93308,,,35.400631,-119.052076,,BAKER HUGHES HOLDINGS LLC,174987909,BAKER HUGHES HOLDINGS LLC,NA,,NA,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1324222586556,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.210,1559.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1559.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1559.210,0.000,0.000,1559.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1559.210,,PRODUCTION,2.100
2024,90813RCPRD1300P,110000476510,TESORO MARINE TERMINAL 2,1300 PIER B ST,LONG BEACH,LOS ANGELES,CA,90813,,,33.777711,-118.209574,,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222801730,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,69.000,310.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,379.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,12.000,0.000,14.000,0.000,0.000,380.000,0.000,0.000,380.000,0.000,0.000,0.000,0.000,190.000,0.000,0.000,0.000,0.000,190.000,0.000,584.000,393.000,0.000,0.000,380.000,2.000,12.000,0.000,0.000,0.000,380.000,460.000,190.000,1424.000,,PRODUCTION,0.830
2024,94510XXNCS3400E,110033145353,VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,3400 E SECOND ST,BENICIA,SOLANO,CA,94510,,,38.074434,-122.144397,,VALERO ENERGY CORP,082686916,VALERO ENERGY CORP,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1324223055993,Hydrogen sulfide,NO,0007783064,7783-06-4,154518,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,4000.000,6200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10200.000,0.000,0.000,10000.000,0.000,0.000,0.000,0.000,0.000,0.000,2700.000,0.000,12700.000,,ACTIVITY,0.880
2024,94565DWCHMFOOTO,110000602544,CORTEVA AGRISCIENCE LLC,901 LOVERIDGE RD,PITTSBURG,CONTRA COSTA,CA,94565,,,38.023129,-121.855352,,CORTEVA INC,116814324,CORTEVA INC,NA,,NA,NO,325,Chemicals,,,,,,,325320,325180,325199,,,,1324223090770,2-Methylpyridine,NO,0000109068,109-06-8,25601,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,94.000,1019.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1113.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,309663.000,0.000,0.000,0.000,0.000,309663.000,0.000,309663.000,1113.000,0.000,0.000,1113.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,309663.000,310776.000,,ACTIVITY,1.120
2024,9150WBNDYM386NA,,BANDY MANUFACTURING LLC,3086 N AVON ST,BURBANK,LOS ANGELES,CA,91504,,,34.205985,-118.347624,,NOVARIA GROUP,008335838,,NA,,,NO,336,Transportation Equipment,,,,,,,336413,,,,,,1324223196635,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.650,34.650,0.000,15839.030,0.000,0.000,0.000,15839.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15873.680,34.910,0.000,0.000,0.260,0.000,34.650,0.000,0.000,0.000,15839.030,0.000,0.000,15873.940,,,
2024,90749RCPRD1801E,110017428988,TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,24696 S WILMINGTON AVE,CARSON,LOS ANGELES,CA,90745,,,33.815889,-118.243953,,TESORO CORP,008133480,MARATHON PETROLEUM CORP,,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1324222766848,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.600,62.700,0.000,0.000,0.000,0.000,0.000,72.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.300,72.400,0.000,0.000,0.100,72.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.400,,PRODUCTION,1.130
2024,9330WNWCRR73EBR,,NEW CARROT FARMS LLC DBA BOLTHOUSE FRESH FOODS,7300 E BRUNDAGE LN,BAKERSFIELD,KERN,CA,93307,,,35.354666,-118.923759,,NA,,,NA,,,NO,311,Food,,,,,,,311991,,,,,,1324222759488,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,9208WBCHMM1271A,110012538833,BACHEM AMERICAS INC.,1271 AVENIDA CHELSEA,VISTA,SAN DIEGO,CA,92081,,,33.144540,-117.234351,,NA,,,BACHEM HOLDING AG,480579242,BACHEM HOLDING AG,NO,325,Chemicals,,,,,,,325412,,,,,,1324223205838,Acetonitrile,NO,0000075058,75-05-8,5272,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,313577.000,0.000,0.000,0.000,0.000,313577.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,313577.000,10.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,313577.000,0.000,0.000,313587.000,,PRODUCTION,1.110
2024,93065PSBRN2175U,110000481336,PSI BEARINGS,2175 UNION PL,SIMI VALLEY,VENTURA,CA,93065,,,34.275100,-118.799460,,REXNORD INDUSTRIES LLC,192130763,,NA,,NA,NO,333,Machinery,,,,,,,333613,,,,,,1324223198413,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8131.000,8131.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8131.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8131.000,0.000,0.000,8131.000,,ACTIVITY,1.000
2024,93313CHMPN6321D,110002887127,CHAMPIONX-BAKERSFIELD,6321 DISTRICT BLVD,BAKERSFIELD,KERN,CA,93313,,,35.313120,-119.073860,,CHAMPIONX CORP,117343904,CHAMPIONX CORP,NA,,NA,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1324222979318,Naphthalene,NO,0000091203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
