FACILITY_NAME,COUNTY,LATITUDE,LONGITUDE,Distance_to_Water_m,Risk_Category
TESORO MARINE TERMINAL 2,LOS ANGELES,33.777711,-118.209574,388.3846697210688,Medium Risk (101-500m)
SOUTHERN COUNTIES OIL CO. LP D.B.A. SC FUELS,VENTURA,34.24885,-119.16044,1332.2531884035009,Low Risk (>500m)
OLDCASTLE PACIFIC STOCKTON,SAN JOAQUIN,37.90636,-121.26516,1260.291035503033,Low Risk (>500m)
MARS PETCARE US INC.,SAN BERNARDINO,34.49038,-117.28761,2659.986788294789,Low Risk (>500m)
REDMAN EQUIPMENT & MANUFACTURING CO,LOS ANGELES,33.851743,-118.29924,1717.740561754016,Low Risk (>500m)
CONTINENTAL COATINGS CO. INC,SAN BERNARDINO,34.05408,-117.47132,831.2173242336299,Low Risk (>500m)
NATIONAL READY MIX CONCRETE CO .,LOS ANGELES,34.118747,-117.983375,1041.9362985756316,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
APPLIED MEDICAL RESOURCES CORP,ORANGE,33.657507,-117.712809,282.41034681480284,Medium Risk (101-500m)
BANDY MANUFACTURING LLC,LOS ANGELES,34.205985,-118.347624,2653.1367977095106,Low Risk (>500m)
PHIBRO-TECH INC.,LOS ANGELES,33.95914,-118.06586,347.2096674833426,Medium Risk (101-500m)
GILLIG,ALAMEDA,37.683667,-121.812187,698.6737758831754,Low Risk (>500m)
H.B. FULLER CO,PLACER,38.78,-121.303611,1055.1301732765837,Low Risk (>500m)
LEACH INTERNATIONAL,ORANGE,33.85889,-118.01333,345.88975043124793,Medium Risk (101-500m)
A.G. LAYNE INC.,LOS ANGELES,34.14683,-118.27534,256.03575848431956,Medium Risk (101-500m)
GOODRICH AIRCRAFT WHEELS & BRAKES,LOS ANGELES,33.93,-118.071667,2858.830071077944,Low Risk (>500m)
NEWPORT FAB LLC (DBA TOWERJAZZ),ORANGE,33.66196,-117.85845,1172.1789071954418,Low Risk (>500m)
1000PALMS VISTA CHINO PLANT,RIVERSIDE,33.84532,-116.37557,9062.062339106029,Low Risk (>500m)
WHITE WAVE FOODS,LOS ANGELES,34.00396,-117.90573,26.547463849460826,High Risk (<100m)
PHILLIPS 66 LOS ANGELES REFINERY WILMINGTON PLANT,LOS ANGELES,33.765027,-118.277561,2719.6069019299584,Low Risk (>500m)
SCHLOSSER FORGE CO,SAN BERNARDINO,34.09908,-117.54933,741.4304412088096,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES REFINERY CARSON PLANT,LOS ANGELES,33.808333,-118.245833,1088.3033078561125,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
R&S PROCESSING CO INC,LOS ANGELES,33.8904,-118.16542,2032.3871747455955,Low Risk (>500m)
RECOLD,ORANGE,33.9198,-117.90582,141.27597216978336,Medium Risk (101-500m)
SAFETY-KLEEN SYSTEMS INC,CONTRA COSTA,37.91934,-122.374694,3811.473509284104,Low Risk (>500m)
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,LOS ANGELES,33.916311,-118.427343,5710.475446576944,Low Risk (>500m)
TESORO REFINING & MARKETING CO LLC,CONTRA COSTA,38.030833,-122.075,221.9694029001237,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
US ECOLOGY VERNON INC.,LOS ANGELES,33.994033,-118.215406,1447.4431834529357,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,LOS ANGELES,33.916311,-118.427343,5710.475446576944,Low Risk (>500m)
3M CO - CORONA,RIVERSIDE,33.84688,-117.51174,50.84830279419727,High Risk (<100m)
LINDE INC,LOS ANGELES,33.82428,-118.23952,229.50479987478258,Medium Risk (101-500m)
TESLA INC,ALAMEDA,37.49629,-121.94826,1081.8265613090773,Low Risk (>500m)
HOLLIDAY ROCK CO INC - CAMPUS,SAN BERNARDINO,34.136223,-117.642941,943.7932719013672,Low Risk (>500m)
L3 TECHNOLOGIES INC.,SAN DIEGO,32.82126,-117.13675,3983.494338556151,Low Risk (>500m)
CHEVRON RICHMOND TECHNOLOGY CENTER,CONTRA COSTA,37.93047,-122.38944,2458.9599075324386,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
NEWPORT FAB LLC (DBA TOWERJAZZ),ORANGE,33.66196,-117.85845,1172.1789071954418,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
RANTEC POWER SYSTEMS INC,SAN LUIS OBISPO,35.31317,-120.8289,1336.3541793193824,Low Risk (>500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.937333,-118.060278,1628.972704810393,Low Risk (>500m)
SIERRA PACIFIC INDUSTRIES LINCOLN DIV,PLACER,38.904516,-121.304831,3017.5869819705226,Low Risk (>500m)
ALL WEATHER INSULATED PANELS,SOLANO,38.400564,-121.955309,525.3858917966182,Low Risk (>500m)
WILBUR-ELLIS CO RNA,FRESNO,36.61015,-120.1948,2346.614800523067,Low Risk (>500m)
CHERRY AEROSPACE,ORANGE,33.715894,-117.847279,3516.074724341512,Low Risk (>500m)
GFP ETHANOL LLC DBA CALGREN RENEWABLE FUELS,TULARE,36.00301,-119.303791,9940.092678393785,Low Risk (>500m)
OLDCASTLE PRECAST INC,ALAMEDA,37.67474,-121.86206,973.9399322561798,Low Risk (>500m)
TOKYO OHKA KOGYO AMERICA INC,SANTA CLARA,37.427746,-121.89854,485.1826144060575,Medium Risk (101-500m)
TRIUMPH PROCESSING INC DBA AS VALENCE LYNWOOD,LOS ANGELES,33.92348,-118.22696,2232.4618493177113,Low Risk (>500m)
DUCOMMUN AEROSTRUCTURES INC ORANGE FACILITY,ORANGE,33.81879,-117.86204,635.2722975871717,Low Risk (>500m)
DUCOMMUN AEROSTRUCTURES,LOS ANGELES,33.88206,-118.27435,1918.0147345248138,Low Risk (>500m)
U.S. MARINE CORPS TWENTYNINE PALMS AIR GROUND COMBAT CENTER,SAN BERNARDINO,34.183769,-115.82568,4523.275818705227,Low Risk (>500m)
THUNDERBOLT WOOD TREATING,STANISLAUS,37.7327,-120.93279,742.8246503527547,Low Risk (>500m)
OLYMPUS TERMINALS LLC,LOS ANGELES,33.751629,-118.208842,1213.3044248136573,Low Risk (>500m)
NATIONAL READY MIX CONCRETE CO .,LOS ANGELES,34.146825,-118.274021,374.53801593387345,Medium Risk (101-500m)
SOMACIS INC,SAN DIEGO,32.93988,-117.03872,1240.4803520533842,Low Risk (>500m)
BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,KERN,35.3825,-119.070556,302.2580748199953,Medium Risk (101-500m)
MITSUBISHI CEMENT CORP.,SAN BERNARDINO,34.41648,-116.910092,5217.537876435067,Low Risk (>500m)
US DOD USAF VANDENBERG AFB,SANTA BARBARA,34.73249,-120.57044,4540.494855839384,Low Risk (>500m)
EVAPCO - MADERA,MADERA,36.944991,-120.082753,536.5165537326556,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
ENGINEERED POLYMER SOLUTIONS INC,LOS ANGELES,33.987111,-118.165944,512.3546529145447,Low Risk (>500m)
TELEDYNE BATTERY PRODUCTS,SAN BERNARDINO,34.06649,-117.19391,880.0199167730196,Low Risk (>500m)
TESORO - SAN DIEGO TERMINAL,SAN DIEGO,32.6941,-117.14152,1397.0068921152367,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
PHILLIPS 66 LOS ANGELES REFINERY MARINE TERMINAL,LOS ANGELES,33.754914,-118.270655,2740.22156912866,Low Risk (>500m)
NATIONAL READY MIX CONCRETE CO.,LOS ANGELES,34.013974,-118.224531,182.7859583315242,Medium Risk (101-500m)
EQUILON SAN JOSE TERMINAL,SANTA CLARA,37.395171,-121.909701,277.6415941364736,Medium Risk (101-500m)
EVAPCO - MADERA,MADERA,36.944991,-120.082753,536.5165537326556,Low Risk (>500m)
A.G. LAYNE INC.,LOS ANGELES,34.14683,-118.27534,256.03575848431956,Medium Risk (101-500m)
AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,CONTRA COSTA,38.047952,-122.256895,1363.435080928728,Low Risk (>500m)
ARCADIA INC.,LOS ANGELES,34.01445,-118.20909,844.1015083194246,Low Risk (>500m)
PRC-DESOTO INTERNATIONAL INC.,KERN,34.9885,-118.15004,10065.745795702027,Low Risk (>500m)
LEGGETT & PLATT URETHANE DIV BRANCH 6014,SAN JOAQUIN,37.7508,-121.41465,2470.118642178651,Low Risk (>500m)
LUNDAY-THAGARD CO DBA WORLD OIL REFINING,LOS ANGELES,33.946295,-118.16704,281.7340253785252,Medium Risk (101-500m)
FLEETWOOD HOMES OF CALIFORNIA INC 08,RIVERSIDE,33.96156,-117.4481,228.66479024116296,Medium Risk (101-500m)
SAN BERNARDINO STEEL,SAN BERNARDINO,34.17929,-117.35144,142.21978902057128,Medium Risk (101-500m)
BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,KERN,35.3825,-119.070556,302.2580748199953,Medium Risk (101-500m)
PACIFIC FORGE INC.,SAN BERNARDINO,34.06146,-117.52412,1643.120120854201,Low Risk (>500m)
LUNDAY-THAGARD CO DBA WORLD OIL REFINING,LOS ANGELES,33.946295,-118.16704,281.7340253785252,Medium Risk (101-500m)
HOLLIDAY ROCK - FOOTHILL,SAN BERNARDINO,34.106798,-117.693801,140.64914093258642,Medium Risk (101-500m)
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,LOS ANGELES,33.916311,-118.427343,5710.475446576944,Low Risk (>500m)
EQUILON CARSON TERMINAL,LOS ANGELES,33.83937,-118.23673,1715.5587024757026,Low Risk (>500m)
ENGINEERED POLYMER SOLUTIONS INC,LOS ANGELES,33.987111,-118.165944,512.3546529145447,Low Risk (>500m)
R&S PROCESSING CO INC,LOS ANGELES,33.8904,-118.16542,2032.3871747455955,Low Risk (>500m)
ACCURATE ENGINEERING CORP,LOS ANGELES,34.22742,-118.38729,1906.6569047171147,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
HUGHES CIRCUITS INC,SAN DIEGO,33.13551,-117.19955,475.8160558357802,Medium Risk (101-500m)
SIERRA ALUMINUM CO PLANT II,SAN BERNARDINO,34.03888,-117.51828,2287.5118577911558,Low Risk (>500m)
EVONIK CORP,LOS ANGELES,34.01272,-118.21293,620.160297791561,Low Risk (>500m)
CALPORTLAND REDDING CEMENT PLANT,SHASTA,40.7369,-122.3223,461.57195141046014,Medium Risk (101-500m)
ORCHID MPS,ORANGE,33.72074,-117.9135,396.34435508556936,Medium Risk (101-500m)
US ECOLOGY VERNON INC.,LOS ANGELES,33.994033,-118.215406,1447.4431834529357,Low Risk (>500m)
SAN JOAQUIN REFINING CO INC,KERN,35.39511,-119.04652,405.07921885241575,Medium Risk (101-500m)
AIR PRODUCTS WEST COAST HYDROGEN - HP-1,CONTRA COSTA,38.014387,-122.114422,812.56902669059,Low Risk (>500m)
KERN ENERGY,KERN,35.295278,-118.921111,853.0652175585765,Low Risk (>500m)
STEELSCAPE LLC,SAN BERNARDINO,34.099078,-117.559535,990.6406219262793,Low Risk (>500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.937333,-118.060278,1628.972704810393,Low Risk (>500m)
MISSION VALLEY ROCK,ALAMEDA,37.575904,-121.879972,116.71916742117796,Medium Risk (101-500m)
BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,KERN,35.3825,-119.070556,302.2580748199953,Medium Risk (101-500m)
THERMALRITE,SAN BERNARDINO,34.092424,-117.56533,249.3501297221698,Medium Risk (101-500m)
AEROCRAFT HEAT TREATING CO. INC,LOS ANGELES,33.89029,-118.1667,1916.0183402888183,Low Risk (>500m)
FORGED METALS INC,SAN BERNARDINO,34.05982,-117.47128,754.6548702727215,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
AEROCRAFT HEAT TREATING CO. INC,LOS ANGELES,33.89029,-118.1667,1916.0183402888183,Low Risk (>500m)
J.F. SHEA CONSTRUCTION INC FAWNDALE ROCK & ASPHALT,SHASTA,40.735182,-122.307814,451.76774753259025,Medium Risk (101-500m)
ADCO MANUFACTURING,FRESNO,36.685782,-119.553309,528.0867639460319,Low Risk (>500m)
EQUILON MORMON ISLAND TERMINAL,LOS ANGELES,33.760449,-118.262176,1749.4453485426802,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
GRANITE ROCK,SANTA CLARA,37.36523,-121.88161,307.4220762956703,Medium Risk (101-500m)
POLYPEPTIDE LABORATORIES INC.,LOS ANGELES,33.84583,-118.34015,3962.851050037778,Low Risk (>500m)
CEMEX SANTA CLARA,SANTA CLARA,37.38735,-121.95689,1037.0549334817692,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
EKC TECHNOLOGY INC.,ALAMEDA,37.65559,-122.14037,164.30565303994817,Medium Risk (101-500m)
AMERICAN POLYMERS CORP DBA POLYCOAT PRODUCTS,LOS ANGELES,33.897328,-118.039862,139.4723278492584,Medium Risk (101-500m)
U.S. MARINE CORPS TWENTYNINE PALMS AIR GROUND COMBAT CENTER,SAN BERNARDINO,34.183769,-115.82568,4523.275818705227,Low Risk (>500m)
J.F. SHEA CONSTRUCTION INC. AGGREGATE PRODUCTS,SHASTA,40.490697,-122.5051,719.0940062115908,Low Risk (>500m)
AIR PRODUCTS MANUFACTURING LLC,LOS ANGELES,33.899538,-118.15141,2778.807922888337,Low Risk (>500m)
BODYCOTE THERMAL PROCESSING,LOS ANGELES,33.98204,-118.20488,2368.7689492021536,Low Risk (>500m)
TESLA INC.,ALAMEDA,37.469273,-121.928566,945.1587145815829,Low Risk (>500m)
H.B. FULLER CO,PLACER,38.78,-121.303611,1055.1301732765837,Low Risk (>500m)
ARLON GRAPHICS LLC,ORANGE,33.86553,-117.873,467.9733736842264,Medium Risk (101-500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.937333,-118.060278,1628.972704810393,Low Risk (>500m)
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,CONTRA COSTA,38.0436,-122.2532,1354.1184714409135,Low Risk (>500m)
ARMTEC DEFENSE  TECHNOLOGIES,RIVERSIDE,33.663931,-116.16593,1749.9029461286782,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
E & J GALLO WINERY FRESNO,FRESNO,36.757,-119.7,877.6564805265178,Low Risk (>500m)
MCCLELLAN AIRTANKER BASE,SACRAMENTO,38.6666,-121.39345,1287.119923281761,Low Risk (>500m)
BERG LACQUER CO,LOS ANGELES,34.017443,-118.212607,982.5055682880832,Low Risk (>500m)
HOLLIDAY ROCK - FOOTHILL,SAN BERNARDINO,34.106798,-117.693801,140.64914093258642,Medium Risk (101-500m)
HOWMET GLOBAL FASTENING SYSTEMS INC.,LOS ANGELES,34.02877,-117.96383,455.3915567432002,Medium Risk (101-500m)
GOODWIN CO.,ORANGE,33.783,-118.0058,646.5768836730034,Low Risk (>500m)
PERDUE FOODS LLC - PETALUMA POULTRY PROCESSING PLANT,SONOMA,38.233873,-122.601481,193.03057742469306,Medium Risk (101-500m)
H. C. MUDDOX,SACRAMENTO,38.53349,-121.33494,863.2465385930333,Low Risk (>500m)
NICK BARBIERI TRUCKING LLC,SONOMA,38.387161,-122.728295,978.6064388359712,Low Risk (>500m)
HOLLIDAY ROCK CO - MOUNTAIN VIEW,SAN BERNARDINO,34.11518,-117.68091,1265.3249887283923,Low Risk (>500m)
LIPPERT COMPONENTS,SAN BERNARDINO,34.09779,-117.38806,5094.441585989372,Low Risk (>500m)
CALIBER AERO LLC,LOS ANGELES,33.93869,-118.07528,2175.1682721720586,Low Risk (>500m)
MARTINEZ REFINING CO LLC,CONTRA COSTA,38.016594,-122.115392,1021.6945087771685,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
CLEAN HARBORS BUTTONWILLOW LLC,KERN,35.401811,-119.612789,2016.028722336853,Low Risk (>500m)
PAC FOUNDRIES-INDUSTRY,LOS ANGELES,34.00765,-117.93885,71.54053080481017,High Risk (<100m)
TABC INC,LOS ANGELES,33.8706,-118.15997,2857.4924857428364,Low Risk (>500m)
CLEAN HARBORS SAN JOSE LLC,SANTA CLARA,37.36493,-121.88451,461.539057253821,Medium Risk (101-500m)
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,LOS ANGELES,33.916311,-118.427343,5710.475446576944,Low Risk (>500m)
CHAMPIONX-BAKERSFIELD,KERN,35.31312,-119.07386,319.1607177016819,Medium Risk (101-500m)
GALLO CHEESE PLANT,MERCED,37.300622,-120.673768,1772.7670828493003,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
OLYMPUS TERMINALS LLC,LOS ANGELES,33.80542,-118.22565,180.28657582934616,Medium Risk (101-500m)
BAKER PETROLITE,KERN,35.400631,-119.052076,267.89386842149577,Medium Risk (101-500m)
J R SIMPLOT CO LATHROP,SAN JOAQUIN,37.807058,-121.277465,2992.355780495527,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
VEOLIA WATER TECHNOLOGIES & SOLUTIONS - BAKERSFIELD,KERN,35.43291,-119.06474,1176.8919621067407,Low Risk (>500m)
US MARINE CORPS MCB CAMP PENDLETON,SAN DIEGO,33.30666,-117.3408,556.0704461322956,Low Risk (>500m)
WILBUR ELLIS CO LLC RIO LINDA HUB,SACRAMENTO,38.687616,-121.481469,305.37436162959676,Medium Risk (101-500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.937333,-118.060278,1628.972704810393,Low Risk (>500m)
ROYAL CHEMICAL CO,ALAMEDA,37.64764,-122.12787,1426.6611241815829,Low Risk (>500m)
AIR LIQUIDE LARGE INDUSTRIES U.S. LP - EL SEGUNDO,LOS ANGELES,33.905833,-118.401944,6404.517489658131,Low Risk (>500m)
US GYPSUM CO,IMPERIAL,32.796558,-115.653336,140.48505059871692,Medium Risk (101-500m)
EXXONMOBIL OIL CORP VERNON TERMINAL,LOS ANGELES,34.00894,-118.22188,243.45376700609648,Medium Risk (101-500m)
U.S. MARINE CORPS LOGISTICS BASE BARSTOW NEBO RANGE,SAN BERNARDINO,34.875625,-116.954371,827.807228138703,Low Risk (>500m)
EQUILON SAN JOSE TERMINAL,SANTA CLARA,37.395171,-121.909701,277.6415941364736,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
PHIBRO-TECH INC.,LOS ANGELES,33.95914,-118.06586,347.2096674833426,Medium Risk (101-500m)
POLYPEPTIDE LABORATORIES INC.,LOS ANGELES,33.84583,-118.34015,3962.851050037778,Low Risk (>500m)
PHILLIPS 66 RICHMOND TERMINAL,CONTRA COSTA,37.909769,-122.366199,5034.2623613748965,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
ROBERTSON'S READY MIX CARROLL CANYON PLANT 32,SAN DIEGO,32.90032,-117.12363,2046.2951624989296,Low Risk (>500m)
HOLLIDAY ROCK-PALMDALE,LOS ANGELES,34.51682,-117.95568,606.3348496672945,Low Risk (>500m)
CIREXX INTERNATIONAL,SANTA CLARA,37.38198,-121.94852,921.0262972569623,Low Risk (>500m)
VEST INC.,LOS ANGELES,33.98575,-118.20921,2265.9835315504083,Low Risk (>500m)
VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,SOLANO,38.074434,-122.144397,755.9604036794849,Low Risk (>500m)
DOUGLAS PRODUCTS & PACKAGING CO,CONTRA COSTA,38.02199,-121.85609,815.9453733714734,Low Risk (>500m)
NICK BARBIERI TRUCKING LLC,SONOMA,38.387161,-122.728295,978.6064388359712,Low Risk (>500m)
CALPORTLAND CO SANTA MARIA PLANT,SANTA BARBARA,34.96746,-120.41004,458.4549583713291,Medium Risk (101-500m)
CONTAINMENT SOLUTIONS INC,KERN,35.42981,-119.06432,898.7867081277465,Low Risk (>500m)
QUIKRETE - CITY OF INDUSTRY CA PLANT,LOS ANGELES,34.04849,-117.993144,1470.1483208502266,Low Risk (>500m)
EVONIK CORP,LOS ANGELES,34.01272,-118.21293,620.160297791561,Low Risk (>500m)
CALPORTLAND ORO GRANDE PLANT,SAN BERNARDINO,34.636085,-117.345628,934.1670351434574,Low Risk (>500m)
CAMBRO MANUFACTURING CO SKYLAB RD. FACILITY,ORANGE,33.7484,-118.02769,702.3307985502238,Low Risk (>500m)
DV NATURAL RESOURCES--BRIGGS MINE,INYO,35.940942,-117.195969,26219.61316784952,Low Risk (>500m)
LUNDAY-THAGARD CO DBA WORLD OIL REFINING,LOS ANGELES,33.946295,-118.16704,281.7340253785252,Medium Risk (101-500m)
BEHR PROCESS CORP - GARRY & YALE,ORANGE,33.70564,-117.91566,517.0838281178287,Low Risk (>500m)
TIMBER PRODUCTS CO.,SISKIYOU,41.735262,-122.593188,1837.7942646038166,Low Risk (>500m)
VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,LOS ANGELES,34.12103,-117.9367,1547.6153861298853,Low Risk (>500m)
ARCOSA LIGHTWEIGHT FRAZIER PARK PLANT,VENTURA,34.7666,-119.0447,659.2965522255786,Low Risk (>500m)
WILBUR ELLIS CO LLC RIO LINDA HUB,SACRAMENTO,38.687616,-121.481469,305.37436162959676,Medium Risk (101-500m)
EQUILON CARSON TERMINAL,LOS ANGELES,33.83937,-118.23673,1715.5587024757026,Low Risk (>500m)
PRESTONE PRODUCTS CORP,LOS ANGELES,33.85376,-118.35059,3536.7569373547126,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES REFINERY CARSON PLANT,LOS ANGELES,33.808333,-118.245833,1088.3033078561125,Low Risk (>500m)
ALPHA/DYNO NOBEL,PLACER,38.94575,-121.34956,798.3034537172372,Low Risk (>500m)
TORRANCE REFINING CO LLC,LOS ANGELES,33.85828,-118.3369,2566.207435112675,Low Risk (>500m)
AIR PRODUCTS WEST COAST HYDROGEN - HP-1,CONTRA COSTA,38.014387,-122.114422,812.56902669059,Low Risk (>500m)
PHENOMENEX INC.,LOS ANGELES,33.84408,-118.32382,3283.1662183190006,Low Risk (>500m)
EQUILON CARSON TERMINAL,LOS ANGELES,33.83937,-118.23673,1715.5587024757026,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
TELEDYNE IMAGING SENSORS,VENTURA,34.21348,-118.99803,578.4393128313278,Low Risk (>500m)
VISTA METALS CORP.,SAN BERNARDINO,34.094639,-117.512111,510.6421447575774,Low Risk (>500m)
GROW MORE INC.,LOS ANGELES,33.85829,-118.20445,384.0629964414737,Medium Risk (101-500m)
GS II INC. (DBA CERTAINTEED),LOS ANGELES,33.7775,-118.285277,3365.2104819302067,Low Risk (>500m)
J R SIMPLOT CO LATHROP,SAN JOAQUIN,37.807058,-121.277465,2992.355780495527,Low Risk (>500m)
J.F. SHEA CONSTRUCTION INC. AGGREGATE PRODUCTS,SHASTA,40.490697,-122.5051,719.0940062115908,Low Risk (>500m)
CHURCH & DWIGHT CO. INC.,SAN BERNARDINO,34.48557,-117.28476,2903.3326175204256,Low Risk (>500m)
TESORO - SAN DIEGO TERMINAL,SAN DIEGO,32.6941,-117.14152,1397.0068921152367,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
UNIVAR SOLUTIONS USA INC.,LOS ANGELES,33.9925,-118.133056,1884.4262544346036,Low Risk (>500m)
NICK BARBIERI TRUCKING LLC,SONOMA,38.387161,-122.728295,978.6064388359712,Low Risk (>500m)
US GYPSUM CO,LOS ANGELES,33.84379,-118.31886,3164.644007388082,Low Risk (>500m)
BURKE INDUSTRIES INC,SANTA CLARA,37.30804,-121.85421,869.0946828915141,Low Risk (>500m)
STOCKTON STEEL,SAN JOAQUIN,38.02119,-121.27761,488.8376155642866,Medium Risk (101-500m)
RHINO LININGS,SAN DIEGO,32.88877,-117.15542,4616.9899599337605,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
TESLA INC.,ALAMEDA,37.469273,-121.928566,945.1587145815829,Low Risk (>500m)
SAINT GOBAIN SOLAR GARD LLC,SAN DIEGO,32.824396,-117.125672,3592.670441546164,Low Risk (>500m)
BROWN-PACIFIC INC.,LOS ANGELES,33.90528,-118.04036,123.62490789975914,Medium Risk (101-500m)
DFA DAIRY BRANDS FLUID LLC DBA ALTA DENA CERTIFIED DAIRY,LOS ANGELES,34.00814,-117.91904,379.6135815112392,Medium Risk (101-500m)
LACTALIS HERITAGE DAIRY INC.,TULARE,36.134132,-119.328971,280.6964551679093,Medium Risk (101-500m)
NUTRIEN AG SOLUTIONS,TULARE,35.88767,-119.48354,1236.4014914360198,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
AIR PRODUCTS & CHEMICALS INC.,LOS ANGELES,33.812778,-118.231389,190.63478528591176,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
DESIGNED METAL CONNECTIONS,LOS ANGELES,33.89906,-118.28305,3189.210665070455,Low Risk (>500m)
KERN ENERGY,KERN,35.295278,-118.921111,853.0652175585765,Low Risk (>500m)
SANMINA-PLANT # 1,SANTA CLARA,37.391707,-121.906924,290.7233061740071,Medium Risk (101-500m)
U.S ARMY SIERRA ARMY DEPOT,LASSEN,40.135675,-120.16941,1490.4259295269896,Low Risk (>500m)
ELK CO OF TEXAS LLC,KERN,35.49515,-119.16638,1807.9498996856735,Low Risk (>500m)
GLENAIR LATHE SHOP,LOS ANGELES,34.16686,-118.29425,978.084241543628,Low Risk (>500m)
